English	Japanese	Source	SourceKind	DsdType
Iron Greatsword of Fear	鉄のグレートソード(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Frost	鉄のグレートソード(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Ice	鉄のグレートソード(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Sapping	鉄のグレートソード(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Scorching	鉄のグレートソード(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Shocks	鉄のグレートソード(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Soul Snares	鉄のグレートソード(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Souls	鉄のグレートソード(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Sparks	鉄のグレートソード(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Torpor	鉄のグレートソード(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Greatsword of Weariness	鉄のグレートソード(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet	鉄の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Alchemy	鉄の錬金術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Alteration	鉄の変性術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Archery	鉄の弓術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Conjuring	鉄の召喚術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Destruction	鉄の破壊術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Illusion	鉄の幻惑術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Magicka	鉄のマジカの兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Alchemy	鉄の錬金術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Alteration	鉄の変性術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Archery	鉄の弓術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Conjuring	鉄の召喚術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Destruction	鉄の破壊術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Illusion	鉄の幻惑術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Magicka	鉄のマジカの兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Major Restoration	鉄の回復術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Alchemy	鉄の錬金術の兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Alteration	鉄の変性術の兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Archery	鉄の弓術の兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Conjuring	鉄の召喚術の兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Destruction	鉄の破壊術の兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Illusion	鉄の幻惑術の兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Magicka	鉄のマジカの兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Minor Restoration	鉄の回復術の兜(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Helmet of Restoration	鉄の回復術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Iron Key	鉄の鍵	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace	鉄のメイス	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Arcing	鉄のメイス(アーク放電)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Binding	鉄のメイス(拘束)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Burning	鉄のメイス(炎上)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Chills	鉄のメイス(悪寒)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Cowardice	鉄のメイス(小胆)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Diminishing	鉄のメイス(弱化)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Dismay	鉄のメイス(失望)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Draining	鉄のメイス(渇き)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Embers	鉄のメイス(残火)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Fatigue	鉄のメイス(疲労)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Fear	鉄のメイス(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Frost	鉄のメイス(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Ice	鉄のメイス(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Sapping	鉄のメイス(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Scorching	鉄のメイス(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Shocks	鉄のメイス(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Soul Snares	鉄のメイス(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Souls	鉄のメイス(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Sparks	鉄のメイス(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Torpor	鉄のメイス(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Mace of Weariness	鉄のメイス(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Ore Vein	鉄の鉱脈	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield	鉄の盾	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Blocking	鉄の防御術の盾	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Dwindling Flames	鉄の盾(焦熱減少)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Dwindling Frost	鉄の盾(冷気減少)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Dwindling Magic	鉄の盾(魔法減少)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Dwindling Shock	鉄の盾(雷撃減少)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Major Blocking	鉄の防御術の盾(大)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Minor Blocking	鉄の防御術の盾(小)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Resist Fire	鉄の盾(炎耐性)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Resist Frost	鉄の盾(冷気耐性)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Resist Magic	魔法耐性の鉄の盾	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Resist Shock	鉄の盾(雷撃耐性)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Waning Fire	鉄の盾(火衰退)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Waning Frost	鉄の盾(冷気衰退)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Waning Magic	鉄の盾(魔法衰退)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Shield of Waning Shock	鉄の盾(雷撃衰退)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword	鉄の剣	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Arcing	鉄の剣(アーク放電)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Binding	鉄の剣(拘束)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Burning	鉄の剣(炎上)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Cold	鉄の剣(凍気)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Cowardice	鉄の剣(小胆)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Diminishing	鉄の剣(弱化)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Dismay	鉄の剣(失望)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Draining	鉄の剣(渇き)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Embers	鉄の剣(残火)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Fatigue	鉄の剣(疲労)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Fear	鉄の剣(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Frost	鉄の剣(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Ice	鉄の剣(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Sapping	鉄の剣(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Scorching	鉄の剣(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Shocks	鉄の剣(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Soul Snares	鉄の剣(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Souls	鉄の剣(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Sparks	鉄の剣(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Torpor	鉄の剣(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Sword of Weariness	鉄の剣(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe	鉄の片手斧	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Arcing	鉄の片手斧(アーク放電)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Binding	鉄の片手斧(拘束)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Burning	鉄の片手斧(炎上)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Cold	鉄の片手斧(凍気)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Cowardice	鉄の片手斧(小胆)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Diminishing	鉄の片手斧(弱化)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Dismay	鉄の片手斧(失望)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Draining	鉄の片手斧(渇き)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Embers	鉄の片手斧(残火)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Fatigue	鉄の片手斧(疲労)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Fear	鉄の片手斧(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Frost	鉄の片手斧(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Ice	鉄の片手斧(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Sapping	鉄の片手斧(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Scorching	鉄の片手斧(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Shocks	鉄の片手斧(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Soul Snares	鉄の片手斧(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Souls	鉄の片手斧(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Sparks	鉄の片手斧(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Torpor	鉄の片手斧(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Iron War Axe of Weariness	鉄の片手斧(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer	鉄の戦鎚	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Arcing	鉄の戦鎚(アーク放電)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Binding	鉄の戦鎚(拘束)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Burning	鉄の戦鎚(炎上)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Chills	鉄の戦鎚(悪寒)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Cowardice	鉄の戦鎚(小胆)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Diminishing	鉄の戦鎚(弱化)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Dismay	鉄の戦鎚(失望)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Draining	鉄の戦鎚(渇き)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Embers	鉄の戦鎚(残火)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Fatigue	鉄の戦鎚(疲労)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Fear	鉄の戦鎚(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Frost	鉄の戦鎚(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Ice	鉄の戦鎚(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Sapping	鉄の戦鎚(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Scorching	鉄の戦鎚(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Shocks	鉄の戦鎚(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Soul Snares	鉄の戦鎚(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Souls	鉄の戦鎚(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Sparks	鉄の戦鎚(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Torpor	鉄の戦鎚(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Iron Warhammer of Weariness	鉄の戦鎚(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Ironback Hideout	アイアンバックの隠れ家	skyrim_taiyaku_250627	reference	Reference FULL
Ironbind Barrow	アイアンバインド墓地	skyrim_taiyaku_250627	reference	Reference FULL
Ironbind Overlook	アイアンバインド高台	skyrim_taiyaku_250627	reference	Reference FULL
Ironflesh	アイアンフレッシュ	skyrim_taiyaku_250627	reference	Reference FULL
Ironhand Gauntlets	アイアンハンドの篭手	skyrim_taiyaku_250627	reference	Reference FULL
Irontree Lumber Mill	アイアンツリー製材所	skyrim_taiyaku_250627	reference	Reference FULL
Irontree Mill House Key	アイアンツリー工場ハウスの鍵	skyrim_taiyaku_250627	reference	Reference FULL
Iron–Breaker Mine	アイアンブレーカー鉱山	skyrim_taiyaku_250627	reference	Reference FULL
Is Alduin really dead? I didn't absorb his soul when he died.	アルドゥインは本当に死んだのか？ 死んだ時に魂を吸収できなかった	skyrim_taiyaku_250627	reference	Reference FULL
Is Cicero dangerous?	シセロは危険なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is Dawnstar prepared for dragon attacks?	ドーンスターはドラゴンの攻撃に備えているのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is Grelod always like that?	グレロッドはいつもあんな風なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is Haming your son?	ハミングはお前の子供か？	skyrim_taiyaku_250627	reference	Reference FULL
Is Hroggar your father?	フロガーは君のお父さんか？	skyrim_taiyaku_250627	reference	Reference FULL
Is Markarth prepared to deal with dragons?	マルカルスはドラゴンを相手にする準備ができているのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is business in Morthal slow?	モーサルは不景気なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is it difficult being away from your family?	家族から離れてここにいるのは辛いことか？	skyrim_taiyaku_250627	reference	Reference FULL
Is it difficult being so far away from the rest of your family?	残った家族からこんなに遠く離れるのは辛いことか？	skyrim_taiyaku_250627	reference	Reference FULL
Is it still possible to aid the temple?	聖堂を助ける仕事はまだ残っているか？	skyrim_taiyaku_250627	reference	Reference FULL
Is it true that the Companions are werewolves?	仲間がウェアウルフだと言うのは本当か？	skyrim_taiyaku_250627	reference	Reference FULL
Is it true what they said? Was he Alduin's ally?	それは本当なのか？ 彼がアルドゥインの味方だったと？	skyrim_taiyaku_250627	reference	Reference FULL
Is it worth anything?	これは価値のあるものか？	skyrim_taiyaku_250627	reference	Reference FULL
Is life better under Imperial rule?	帝国の統治の方がマシだった？	skyrim_taiyaku_250627	reference	Reference FULL
Is running a mill difficult?	工場の経営は苦しいのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is something wrong?	何かあったのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is that it?	これで終わりか？	skyrim_taiyaku_250627	reference	Reference FULL
Is that my job?	それはこっちの仕事か？	skyrim_taiyaku_250627	reference	Reference FULL
Is that some type of potion?	薬の一種なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is that when she asked you to join?	その時、加わるように頼まれたと？	skyrim_taiyaku_250627	reference	Reference FULL
Is the College dangerous?	大学は危険なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is the College hiding something?	大学は何かを隠しているのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is the Edda complete now that you have King Olaf's Verse?	オラフ王の詩歌を手に入れたことで、エッダは完成したのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is the gas dangerous?	そのガスは危険なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is the man who was executed buried here?	処刑された男はここに埋葬されたのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is the town of Rorikstead named for you?	ロリクステッドという名の由来はあんたか？	skyrim_taiyaku_250627	reference	Reference FULL
Is the war really over?	本当に戦争は終わったのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there a cure?	治療薬はあるのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there a key for this cage?	この檻の鍵はどこにある？	skyrim_taiyaku_250627	reference	Reference FULL
Is there a problem?	何か問題があるのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there a story behind that burned down house?	焼け落ちた家については何か知らないか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there a way to cure yourself?	治癒の手段はないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there an elven mage here that studies stars?	ここに星を詳しいエルフがいないか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there another way to defeat Alduin?	アルドゥインを倒す他の方法は？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any College business I can assist with?	手を貸せる大学関連の仕事は何かあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any College business I can help with?	大学の仕事を何か手伝えるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any advice you can give about Destruction spells?	破壊呪文について、他に教えてもらえることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any way I can help?	何か手伝えるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any way to cleanse the Star?	星を浄化する手段はあるのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any way to earn a bonus?	ボーナスを貰う方法はあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any way to revive the tree?	ギルダーグリーンを蘇らせる方法はないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there any work to be done?	何かやるべき事はあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anyone who knows what she likes?	彼女の好みを知っている者はいないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything I can do?	何かできることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything I can help Riften with?	リフテンのために何か手伝えることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything I should be aware of?	知っておいた方がいいことはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything else I should know?	他に知っておいた方がいいことはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything else you can tell me about Isabelle Rolaine?	イサベル・ロレインについて知っていることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything else you can tell me about the dagger?	ダガーについて、何か分かっていることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything else you need, my Jarl?	他に用件はありますか、首長？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything else?	他には何が？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything further I can do for the Legion?	帝国軍のために、何かできることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything further I can do for the cause?	大義のために、これ以上できることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything further I can do...?	他に何かできることは？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything more I can learn about Alteration magic?	変性魔法について、何か学べることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything we can do?	何かできることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything you can tell me about Thorald?	ソラルドについて何か知っている事は？	skyrim_taiyaku_250627	reference	Reference FULL
Is there anything you don't charge for?	金のかからない物はないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there some kind of problem?	何か問題でも？	skyrim_taiyaku_250627	reference	Reference FULL
Is there some kind of trouble in Morthal?	モーサルで何か問題があったのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there some problem in the city?	この街で何かあったのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there some way I can help?	何か手伝えることはあるか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there someone behind the door?	扉の向こうに誰かいるのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there something bothering you, Gorm?	何か心配事があるのか、ゴルム？	skyrim_taiyaku_250627	reference	Reference FULL
Is there something else?	他に何かないか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there someway to open them?	何とかして開ける方法はないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is there somewhere I can buy fresh supplies?	新しい物を買えるところはないか？	skyrim_taiyaku_250627	reference	Reference FULL
Is this her necklace? (Give necklace)	これは彼女の首飾りか？(首飾りを渡す)	skyrim_taiyaku_250627	reference	Reference FULL
Is this place always so gloomy?	いつもこんなに陰気な場所なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is this some kind of cult?	これは何かの信仰宗教か？	skyrim_taiyaku_250627	reference	Reference FULL
Is this the correct book?	この本であっているか？	skyrim_taiyaku_250627	reference	Reference FULL
Is this the tomb?	これは墓なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is this unusual gem worth anything?	この変わった宝石は価値のあるものか？	skyrim_taiyaku_250627	reference	Reference FULL
Is this what we're looking for?	探しているのはこれか？	skyrim_taiyaku_250627	reference	Reference FULL
Is this your mine?	ここは自分の鉱山なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is this your note? What does this mean?	これはお前のノートか？ どういう意味だ？	skyrim_taiyaku_250627	reference	Reference FULL
Is your lumber selling better since the war started?	戦争が始まって以来、木材の売り上げは好調なのか？	skyrim_taiyaku_250627	reference	Reference FULL
Is your spiced wine made from a secret recipe?	スパイス入りワインは、秘密のレシピで作っているのか？	skyrim_taiyaku_250627	reference	Reference FULL
Isabelle Rolaine	イサベル・ロレイン	skyrim_taiyaku_250627	reference	Reference FULL
Isabelle's Letter	イサベルの手紙	skyrim_taiyaku_250627	reference	Reference FULL
Isn't it dangerous to leave filled soul gems near an unwarded pentacle?	誰も見張っていないペンタクルの側に、中身の入った魂石を置いておくのは危険じゃないか？	skyrim_taiyaku_250627	reference	Reference FULL
Isn't it enough that I want to fight Imperials?	帝国と戦いたいだけでは十分ではないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Isn't murder Dark Brotherhood territory?	殺人は闇の一党の領域じゃないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Isn't that stealing?	それは窃盗じゃないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Isn't there any way to work this out?	何とか解決する方法はないのか？	skyrim_taiyaku_250627	reference	Reference FULL
Istar Cairn–Breaker	イスター・ケルン・ブレイカー	skyrim_taiyaku_250627	reference	Reference FULL
It Burns Hysteria	興奮を煽るもの	skyrim_taiyaku_250627	reference	Reference FULL
It did not go well.	うまくいかなかった	skyrim_taiyaku_250627	reference	Reference FULL
It does, and I can prove it.	そうだ。証明もできる	skyrim_taiyaku_250627	reference	Reference FULL
It doesn't bother you that we're killing your ancestors?	祖先が殺しても気にならないのか？	skyrim_taiyaku_250627	reference	Reference FULL
It doesn't matter.	関係ないだろう	skyrim_taiyaku_250627	reference	Reference FULL
It doesn't matter. You're safe.	気にするな。お前は安全だ	skyrim_taiyaku_250627	reference	Reference FULL
It doesn't really sound like I have a choice in the matter.	どうもこちらに選択肢があるようには聞こえないんだが	skyrim_taiyaku_250627	reference	Reference FULL
It is done.	終わったよ	skyrim_taiyaku_250627	reference	Reference FULL
It is said that rumors of the Dark Brotherhood's demise may have been premature, as members of the shadowy organization have been sighted near Dawnstar...	闇の一党壊滅の噂は早計だったと言われている。謎多きこの集団の構成員がドーンスター周辺で目撃されたそうだ。	skyrim_taiyaku_250627	reference	Reference FULL
It is said that the only way to join the Dark Brotherhood is to be contacted directly, and the shadowy group of assassins is very selective in its recruiting...	闇の一党に加入する唯一の方法は先方から直接連絡が来ることだが、謎多きこの暗殺者集団は人選の基準が非常に厳しいと言われている。	skyrim_taiyaku_250627	reference	Reference FULL
It is. Carry on.	いや。続けてくれ	skyrim_taiyaku_250627	reference	Reference FULL
It isn't safe. Wait here.	まだ危険だ。ここで待ってろ	skyrim_taiyaku_250627	reference	Reference FULL
It left Morrowind, but never arrived here.	モロウウィンドは出たが、ここには着いていない	skyrim_taiyaku_250627	reference	Reference FULL
It may be connected to the Eye of Magnus.	マグナスの目に関係があるのかも知れない	skyrim_taiyaku_250627	reference	Reference FULL
It said something about danger ahead, and the Psijic Order.	この先に待つ危険と、サイジック会について話していた	skyrim_taiyaku_250627	reference	Reference FULL
It seems like I shouldn't be here.	どうやら、ここにいない方がいいらしいな	skyrim_taiyaku_250627	reference	Reference FULL
It seems there's no talking you out of this...	何を言っても気は変わらないか…	skyrim_taiyaku_250627	reference	Reference FULL
It served a purpose.	それが役に立ったわけだ	skyrim_taiyaku_250627	reference	Reference FULL
It shall be done as you ask.	言われた通りにしよう	skyrim_taiyaku_250627	reference	Reference FULL
It shall be done.	そうしよう	skyrim_taiyaku_250627	reference	Reference FULL
It sounds like Malyn got what was coming to him.	メイリンは当然の報いを受けたように聞こえる	skyrim_taiyaku_250627	reference	Reference FULL
It sounds like the court mage has been experimenting.	宮廷魔術師が実験をしていたように聞こえるな	skyrim_taiyaku_250627	reference	Reference FULL
It was a dragon. Hadvar will tell you the same thing.	ドラゴンだ。ハドバルも同じことを言っただろう	skyrim_taiyaku_250627	reference	Reference FULL
It was a dragon. Ralof will tell you the same thing.	あれはドラゴンだった。レイロフにも聞くといい	skyrim_taiyaku_250627	reference	Reference FULL
It was a mistake. Can we start over?	あれは過ちだった。やり直せないか？	skyrim_taiyaku_250627	reference	Reference FULL
It was in Helgen. I was being sent to the executioner.	ヘルゲンだ。処刑されるところだった	skyrim_taiyaku_250627	reference	Reference FULL
It was like this when I found it.	見つけた時にはすでにこうなっていた	skyrim_taiyaku_250627	reference	Reference FULL
It was made by Radiant Raiment.	レディアント装具店製だ	skyrim_taiyaku_250627	reference	Reference FULL
It was necessary.	必要なことだった	skyrim_taiyaku_250627	reference	Reference FULL
It was never a request.	お願いしているわけじゃないぞ	skyrim_taiyaku_250627	reference	Reference FULL
